Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,518700.0,555450.0,508200.0,540750.0,-232118.796875,441709
2000-01-05,507150.0,523950.0,477750.0,485100.0,-208230.859375,353061
2000-01-06,493500.0,499800.0,454650.0,459900.0,-197413.703125,310909
2000-01-07,445200.0,470400.0,436800.0,455700.0,-195610.8125,499628
2000-01-10,462000.0,468300.0,451500.0,451500.0,-193807.96875,382932
2000-01-11,462000.0,489300.0,459900.0,468300.0,-201019.40625,536613
2000-01-12,462000.0,487200.0,457800.0,474600.0,-203723.6875,329356
2000-01-13,483000.0,494550.0,472500.0,493500.0,-211836.546875,532408
2000-01-14,509250.0,516600.0,474600.0,478800.0,-205526.546875,587523
2000-01-17,497700.0,536550.0,491400.0,522900.0,-224456.625,975008
2000-01-18,525000.0,539700.0,505050.0,525000.0,-225358.078125,694337
2000-01-19,525000.0,537600.0,514500.0,514500.0,-220850.890625,634599
2000-01-20,511350.0,567000.0,500850.0,567000.0,-243386.734375,1155922
2000-01-21,556500.0,596400.0,554400.0,558600.0,-239781.0,1487560
2000-01-24,575400.0,584850.0,562800.0,567000.0,-243386.734375,582556
2000-01-25,556500.0,562800.0,541800.0,543900.0,-233470.953125,497451
2000-01-26,549150.0,558600.0,541800.0,555450.0,-238428.8125,433723
2000-01-27,556500.0,562800.0,535500.0,546000.0,-234372.390625,428171
2000-01-28,546000.0,588000.0,541800.0,581700.0,-249696.734375,803937
2000-01-31,568050.0,573300.0,552300.0,554400.0,-237978.15625,612623
2000-02-01,546000.0,552300.0,514500.0,514500.0,-220850.890625,929803
2000-02-02,513450.0,514500.0,487200.0,501900.0,-215442.3125,769984
2000-02-03,495600.0,506100.0,477750.0,484050.0,-207780.15625,756656
2000-02-04,484050.0,484050.0,484050.0,484050.0,-207780.15625,0
2000-02-07,475650.0,496650.0,468300.0,483000.0,-207329.453125,640018
2000-02-08,497700.0,509250.0,491400.0,500850.0,-214991.609375,541880
