Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,6000.0,6110.0,5660.0,6110.0,4429.95166015625,74195000
2000-01-05,5800.0,6060.0,5520.0,5580.0,4045.685302734375,74680000
2000-01-06,5750.0,5780.0,5580.0,5620.0,4074.684326171875,54390000
2000-01-07,5560.0,5670.0,5360.0,5540.0,4016.68359375,40305000
2000-01-10,5600.0,5770.0,5580.0,5770.0,4183.439453125,46880000
2000-01-11,5820.0,6100.0,5770.0,5770.0,4183.439453125,59745000
2000-01-12,5610.0,5740.0,5600.0,5720.0,4147.18896484375,29220000
2000-01-13,5600.0,5740.0,5560.0,5710.0,4139.939453125,41190000
2000-01-14,5720.0,5880.0,5680.0,5830.0,4226.94287109375,49375000
2000-01-17,6000.0,6180.0,5920.0,6100.0,4422.701171875,63505000
2000-01-18,6160.0,6160.0,5980.0,6100.0,4422.701171875,45260000
2000-01-19,6000.0,6040.0,5960.0,5960.0,4321.19580078125,40205000
2000-01-20,5860.0,6040.0,5820.0,6040.0,4379.19873046875,37315000
2000-01-21,5950.0,5980.0,5880.0,5880.0,4263.193359375,32535000
2000-01-24,5800.0,5900.0,5700.0,5700.0,4132.6884765625,34355000
2000-01-25,5520.0,5640.0,5440.0,5440.0,3944.179443359375,44250000
2000-01-26,5500.0,5520.0,5410.0,5480.0,3973.180908203125,29285000
2000-01-27,5480.0,5620.0,5430.0,5520.0,4002.182861328125,27900000
2000-01-28,5640.0,5880.0,5540.0,5820.0,4219.69189453125,38315000
2000-01-31,5640.0,5730.0,5560.0,5580.0,4045.685302734375,39630000
2000-02-01,5600.0,5680.0,5260.0,5320.0,3857.17529296875,71470000
2000-02-02,5220.0,5370.0,5110.0,5250.0,3806.4228515625,64105000
2000-02-03,5250.0,5460.0,4970.0,5130.0,3719.420166015625,142765000
2000-02-04,5130.0,5130.0,5130.0,5130.0,3719.420166015625,0
2000-02-07,5140.0,5330.0,5040.0,5240.0,3799.172607421875,64140000
2000-02-08,5340.0,5480.0,5310.0,5430.0,3936.928466796875,58460000
2000-02-09,5560.0,5720.0,5480.0,5720.0,4147.18896484375,51050000
2000-02-10,5660.0,5880.0,5600.0,5760.0,4176.1904296875,61845000
2000-02-11,5960.0,5960.0,5680.0,5700.0,4132.6884765625,34660000
2000-02-14,5600.0,5660.0,5340.0,5380.0,3900.679443359375,44140000
2000-02-15,5380.0,5420.0,5140.0,5200.0,3770.1728515625,38315000
2000-02-16,5180.0,5200.0,4780.0,5000.0,3625.164794921875,73115000
2000-02-17,4940.0,5100.0,4910.0,5080.0,3683.168701171875,65185000
2000-02-18,5370.0,5630.0,5160.0,5300.0,3842.673828125,108750000
2000-02-21,5200.0,5260.0,5030.0,5070.0,3675.91796875,26485000
2000-02-22,5000.0,5240.0,5000.0,5120.0,3712.16796875,24180000
2000-02-23,5220.0,5260.0,5100.0,5140.0,3726.668701171875,27720000
2000-02-24,5120.0,5240.0,5060.0,5070.0,3675.91796875,26075000
2000-02-25,5080.0,5150.0,4980.0,5120.0,3712.16796875,27875000
2000-02-28,5000.0,5050.0,4800.0,4800.0,3480.158447265625,30140000
2000-02-29,4900.0,5140.0,4840.0,5120.0,3712.16796875,51820000
2000-03-01,5120.0,5120.0,5120.0,5120.0,3712.16796875,0
2000-03-02,5880.0,5880.0,5520.0,5880.0,4263.193359375,117750000
2000-03-03,6200.0,6250.0,5880.0,6000.0,4350.19921875,140990000
2000-03-06,6000.0,6050.0,5600.0,5640.0,4089.186279296875,39150000
2000-03-07,5600.0,5640.0,5480.0,5620.0,4074.684326171875,30070000
2000-03-08,5520.0,6000.0,5500.0,5920.0,4292.1962890625,32460000
2000-03-09,5970.0,5980.0,5620.0,5620.0,4074.684326171875,55890000
2000-03-10,5790.0,5800.0,5520.0,5540.0,4016.68359375,28605000
2000-03-13,5480.0,5490.0,5160.0,5180.0,3755.669677734375,32215000
2000-03-14,5170.0,5380.0,5160.0,5210.0,3777.421875,30060000
2000-03-15,5200.0,5400.0,5120.0,5400.0,3915.1796875,46105000
2000-03-16,5480.0,5520.0,5360.0,5400.0,3915.1796875,28795000
2000-03-17,5540.0,5560.0,5400.0,5480.0,3973.180908203125,24080000
2000-03-20,5600.0,5710.0,5530.0,5660.0,4103.68798828125,26365000
2000-03-21,5700.0,5940.0,5610.0,5880.0,4263.193359375,44925000
